,FlightPlanID,GUFI,ADES,ALDT,SIBT,SIBT+10,Date,DelayTime
2208,10486469,IDUMA,ZGGG,2018-06-06 21:33:00,2018-06-06 20:15:00,2018-06-06 20:25:00,2018-06-06 00:00:00,68.0
2209,10487147,IDUMA,ZGGG,2018-06-06 21:18:00,2018-06-06 20:50:00,2018-06-06 21:00:00,2018-06-06 00:00:00,18.0
2210,10467265,IDUMA,ZGGG,2018-06-05 01:29:00,2018-06-05 00:20:00,2018-06-05 00:30:00,2018-06-05 00:00:00,59.0
2211,10467955,IDUMA,ZGGG,2018-06-04 23:43:00,2018-06-04 23:55:00,2018-06-05 00:05:00,2018-06-05 00:00:00,-22.0
2212,10512496,IDUMA,ZGGG,2018-06-09 14:38:00,2018-06-09 15:05:00,2018-06-09 15:15:00,2018-06-09 00:00:00,-37.0
2213,10512481,IDUMA,ZGGG,2018-06-09 14:27:00,2018-06-09 14:40:00,2018-06-09 14:50:00,2018-06-09 00:00:00,-23.0
2214,10499563,IDUMA,ZGGG,2018-06-08 12:06:00,2018-06-08 12:25:00,2018-06-08 12:35:00,2018-06-08 00:00:00,-29.0
2215,10500103,IDUMA,ZGGG,2018-06-08 11:42:00,2018-06-08 11:50:00,2018-06-08 12:00:00,2018-06-08 00:00:00,-18.0
2216,10500851,IDUMA,ZGGG,2018-06-08 13:40:00,2018-06-08 12:05:00,2018-06-08 12:15:00,2018-06-08 00:00:00,85.0
2217,10554254,IDUMA,ZGGG,2018-06-08 22:32:00,2018-06-08 18:25:00,2018-06-08 18:35:00,2018-06-08 00:00:00,237.0
2218,10480266,IDUMA,ZGGG,2018-06-06 13:16:00,2018-06-06 13:40:00,2018-06-06 13:50:00,2018-06-06 00:00:00,-34.0
2219,10480866,IDUMA,ZGGG,2018-06-06 10:25:00,2018-06-06 10:35:00,2018-06-06 10:45:00,2018-06-06 00:00:00,-20.0
2220,10511842,IDUMA,ZGGG,2018-06-09 15:34:00,2018-06-09 16:05:00,2018-06-09 16:15:00,2018-06-09 00:00:00,-41.0
2221,10542272,IDUMA,ZGGG,2018-06-12 17:43:00,2018-06-12 14:50:00,2018-06-12 15:00:00,2018-06-12 00:00:00,163.0
2222,10542939,IDUMA,ZGGG,2018-06-12 16:17:00,2018-06-12 15:05:00,2018-06-12 15:15:00,2018-06-12 00:00:00,62.0
2223,10546088,IDUMA,ZGGG,2018-06-12 19:52:00,2018-06-12 20:05:00,2018-06-12 20:15:00,2018-06-12 00:00:00,-23.0
2224,10534439,IDUMA,ZGGG,2018-06-11 16:53:00,2018-06-11 17:35:00,2018-06-11 17:45:00,2018-06-11 00:00:00,-52.0
2225,10533210,IDUMA,ZGGG,2018-06-11 17:15:00,2018-06-11 17:25:00,2018-06-11 17:35:00,2018-06-11 00:00:00,-20.0
2226,10473900,IDUMA,ZGGG,2018-06-05 19:50:00,2018-06-05 18:50:00,2018-06-05 19:00:00,2018-06-05 00:00:00,50.0
2227,10474114,IDUMA,ZGGG,2018-06-05 17:52:00,2018-06-05 17:50:00,2018-06-05 18:00:00,2018-06-05 00:00:00,-8.0
2228,10555138,IDUMA,ZGGG,2018-06-14 01:48:00,2018-06-14 01:25:00,2018-06-14 01:35:00,2018-06-14 00:00:00,13.0
2229,10518860,IDUMA,ZGGG,2018-06-10 07:46:00,2018-06-10 08:05:00,2018-06-10 08:15:00,2018-06-10 00:00:00,-29.0
2230,10520442,IDUMA,ZGGG,2018-06-10 07:57:00,2018-06-10 08:20:00,2018-06-10 08:30:00,2018-06-10 00:00:00,-33.0
2231,10520035,IDUMA,ZGGG,2018-06-10 09:12:00,2018-06-10 09:40:00,2018-06-10 09:50:00,2018-06-10 00:00:00,-38.0
2232,10520326,IDUMA,ZGGG,2018-06-10 13:54:00,2018-06-10 14:20:00,2018-06-10 14:30:00,2018-06-10 00:00:00,-36.0
