,FlightPlanID,GUFI,ADEP,ATOT,SOBT,SOBT+30,Date,DelayTime
0,9004084,LMN,ZGGG,2018-01-09 23:15:00,2018-01-09 23:00:00,2018-01-09 23:30:00,2018-01-09 00:00:00,-15.0
1,9004197,LMN,ZGGG,2018-01-09 19:16:00,2018-01-09 18:55:00,2018-01-09 19:25:00,2018-01-09 00:00:00,-9.0
2,9004205,LMN,ZGGG,2018-01-09 22:09:00,2018-01-09 22:10:00,2018-01-09 22:40:00,2018-01-09 00:00:00,-31.0
3,9004460,LMN,ZGGG,2018-01-09 19:31:00,2018-01-09 18:20:00,2018-01-09 18:50:00,2018-01-09 00:00:00,41.0
4,9004516,LMN,ZGGG,2018-01-09 20:26:00,2018-01-09 20:20:00,2018-01-09 20:50:00,2018-01-09 00:00:00,-24.0
5,9004563,LMN,ZGGG,2018-01-09 20:22:00,2018-01-09 20:15:00,2018-01-09 20:45:00,2018-01-09 00:00:00,-23.0
6,9004601,LMN,ZGGG,2018-01-10 00:10:00,2018-01-09 23:55:00,2018-01-10 00:25:00,2018-01-10 00:00:00,-15.0
7,9004803,LMN,ZGGG,2018-01-09 19:59:00,2018-01-09 19:00:00,2018-01-09 19:30:00,2018-01-09 00:00:00,29.0
8,9005023,LMN,ZGGG,2018-01-05 08:09:00,2018-01-05 07:10:00,2018-01-05 07:40:00,2018-01-05 00:00:00,29.0
9,9005116,LMN,ZGGG,2018-01-10 00:50:00,2018-01-10 00:20:00,2018-01-10 00:50:00,2018-01-10 00:00:00,0.0
10,9005120,LMN,ZGGG,2018-01-10 01:42:00,2018-01-10 01:30:00,2018-01-10 02:00:00,2018-01-10 00:00:00,-18.0
11,9005250,LMN,ZGGG,2018-01-10 05:12:00,2018-01-10 04:50:00,2018-01-10 05:20:00,2018-01-10 00:00:00,-8.0
12,9005251,LMN,ZGGG,2018-01-10 03:54:00,2018-01-10 03:20:00,2018-01-10 03:50:00,2018-01-10 00:00:00,4.0
13,9005448,LMN,ZGGG,2018-01-10 03:46:00,2018-01-10 03:00:00,2018-01-10 03:30:00,2018-01-10 00:00:00,16.0
14,9005553,LMN,ZGGG,2018-01-10 05:01:00,2018-01-10 04:35:00,2018-01-10 05:05:00,2018-01-10 00:00:00,-4.0
15,9005557,LMN,ZGGG,2018-01-10 05:10:00,2018-01-10 03:35:00,2018-01-10 04:05:00,2018-01-10 00:00:00,65.0
16,9005559,LMN,ZGGG,2018-01-10 04:25:00,2018-01-10 04:00:00,2018-01-10 04:30:00,2018-01-10 00:00:00,-5.0
17,9005562,LMN,ZGGG,2018-01-10 00:09:00,2018-01-10 00:05:00,2018-01-10 00:35:00,2018-01-10 00:00:00,-26.0
18,9005568,LMN,ZGGG,2018-01-10 04:04:00,2018-01-10 02:40:00,2018-01-10 03:10:00,2018-01-10 00:00:00,54.0
19,9005571,LMN,ZGGG,2018-01-10 06:39:00,2018-01-10 05:00:00,2018-01-10 05:30:00,2018-01-10 00:00:00,69.0
20,9005574,LMN,ZGGG,2018-01-10 00:53:00,2018-01-10 00:50:00,2018-01-10 01:20:00,2018-01-10 00:00:00,-27.0
21,9005613,LMN,ZGGG,2018-01-10 02:15:00,2018-01-10 02:45:00,2018-01-10 03:15:00,2018-01-10 00:00:00,-60.0
22,9005628,LMN,ZGGG,2018-01-10 03:33:00,2018-01-10 02:50:00,2018-01-10 03:20:00,2018-01-10 00:00:00,13.0
23,9005705,LMN,ZGGG,2018-01-10 06:44:00,2018-01-10 06:20:00,2018-01-10 06:50:00,2018-01-10 00:00:00,-6.0
24,9005743,LMN,ZGGG,2018-01-10 09:17:00,2018-01-10 08:35:00,2018-01-10 09:05:00,2018-01-10 00:00:00,12.0
25,9005761,LMN,ZGGG,2018-01-10 08:56:00,2018-01-10 08:55:00,2018-01-10 09:25:00,2018-01-10 00:00:00,-29.0
26,9006010,LMN,ZGGG,2018-01-10 11:57:00,2018-01-10 11:40:00,2018-01-10 12:10:00,2018-01-10 00:00:00,-13.0
27,9006118,LMN,ZGGG,2018-01-10 11:26:00,2018-01-10 10:55:00,2018-01-10 11:25:00,2018-01-10 00:00:00,1.0
28,9006129,LMN,ZGGG,2018-01-10 06:51:00,2018-01-10 06:45:00,2018-01-10 07:15:00,2018-01-10 00:00:00,-24.0
29,9006154,LMN,ZGGG,2018-01-10 06:48:00,2018-01-10 06:20:00,2018-01-10 06:50:00,2018-01-10 00:00:00,-2.0
30,9006161,LMN,ZGGG,2018-01-10 07:21:00,2018-01-10 06:55:00,2018-01-10 07:25:00,2018-01-10 00:00:00,-4.0
31,9006176,LMN,ZGGG,2018-01-10 08:32:00,2018-01-10 08:10:00,2018-01-10 08:40:00,2018-01-10 00:00:00,-8.0
32,9006182,LMN,ZGGG,2018-01-10 13:01:00,2018-01-10 11:55:00,2018-01-10 12:25:00,2018-01-10 00:00:00,36.0
33,9006184,LMN,ZGGG,2018-01-10 10:42:00,2018-01-10 10:30:00,2018-01-10 11:00:00,2018-01-10 00:00:00,-18.0
34,9006411,LMN,ZGGG,2018-01-10 07:17:00,2018-01-10 07:10:00,2018-01-10 07:40:00,2018-01-10 00:00:00,-23.0
35,9006488,LMN,ZGGG,2018-01-10 08:22:00,2018-01-10 08:15:00,2018-01-10 08:45:00,2018-01-10 00:00:00,-23.0
36,9006496,LMN,ZGGG,2018-01-10 07:11:00,2018-01-10 07:10:00,2018-01-10 07:40:00,2018-01-10 00:00:00,-29.0
37,9006508,LMN,ZGGG,2018-01-10 09:54:00,2018-01-10 09:55:00,2018-01-10 10:25:00,2018-01-10 00:00:00,-31.0
38,9006512,LMN,ZGGG,2018-01-10 07:55:00,2018-01-10 07:40:00,2018-01-10 08:10:00,2018-01-10 00:00:00,-15.0
39,9006525,LMN,ZGGG,2018-01-10 11:10:00,2018-01-10 10:55:00,2018-01-10 11:25:00,2018-01-10 00:00:00,-15.0
40,9006546,LMN,ZGGG,2018-01-10 07:49:00,2018-01-10 07:30:00,2018-01-10 08:00:00,2018-01-10 00:00:00,-11.0
41,9006550,LMN,ZGGG,2018-01-10 07:35:00,2018-01-10 07:15:00,2018-01-10 07:45:00,2018-01-10 00:00:00,-10.0
42,9006580,LMN,ZGGG,2018-01-10 08:10:00,2018-01-10 08:00:00,2018-01-10 08:30:00,2018-01-10 00:00:00,-20.0
43,9006584,LMN,ZGGG,2018-01-10 07:24:00,2018-01-10 07:00:00,2018-01-10 07:30:00,2018-01-10 00:00:00,-6.0
44,9006586,LMN,ZGGG,2018-01-10 11:07:00,2018-01-10 10:35:00,2018-01-10 11:05:00,2018-01-10 00:00:00,2.0
45,9006587,LMN,ZGGG,2018-01-10 11:15:00,2018-01-10 11:00:00,2018-01-10 11:30:00,2018-01-10 00:00:00,-15.0
46,9006635,LMN,ZGGG,2018-01-10 07:08:00,2018-01-10 07:05:00,2018-01-10 07:35:00,2018-01-10 00:00:00,-27.0
47,9006836,LMN,ZGGG,2018-01-10 08:34:00,2018-01-10 08:10:00,2018-01-10 08:40:00,2018-01-10 00:00:00,-6.0
48,9006922,LMN,ZGGG,2018-01-10 06:59:00,2018-01-10 06:50:00,2018-01-10 07:20:00,2018-01-10 00:00:00,-21.0
49,9006924,LMN,ZGGG,2018-01-10 07:19:00,2018-01-10 07:10:00,2018-01-10 07:40:00,2018-01-10 00:00:00,-21.0
50,9006926,LMN,ZGGG,2018-01-10 06:53:00,2018-01-10 06:40:00,2018-01-10 07:10:00,2018-01-10 00:00:00,-17.0
51,9006928,LMN,ZGGG,2018-01-10 08:42:00,2018-01-10 08:25:00,2018-01-10 08:55:00,2018-01-10 00:00:00,-13.0
52,9006931,LMN,ZGGG,2018-01-10 09:30:00,2018-01-10 08:50:00,2018-01-10 09:20:00,2018-01-10 00:00:00,10.0
53,9006934,LMN,ZGGG,2018-01-10 08:00:00,2018-01-10 07:55:00,2018-01-10 08:25:00,2018-01-10 00:00:00,-25.0
54,9006937,LMN,ZGGG,2018-01-10 10:40:00,2018-01-10 10:40:00,2018-01-10 11:10:00,2018-01-10 00:00:00,-30.0
55,9006972,LMN,ZGGG,2018-01-10 09:13:00,2018-01-10 09:05:00,2018-01-10 09:35:00,2018-01-10 00:00:00,-22.0
56,9006974,LMN,ZGGG,2018-01-10 07:44:00,2018-01-10 07:35:00,2018-01-10 08:05:00,2018-01-10 00:00:00,-21.0
57,9006976,LMN,ZGGG,2018-01-10 09:58:00,2018-01-10 09:10:00,2018-01-10 09:40:00,2018-01-10 00:00:00,18.0
58,9006996,LMN,ZGGG,2018-01-10 09:08:00,2018-01-10 08:50:00,2018-01-10 09:20:00,2018-01-10 00:00:00,-12.0
59,9007004,LMN,ZGGG,2018-01-10 07:31:00,2018-01-10 07:20:00,2018-01-10 07:50:00,2018-01-10 00:00:00,-19.0
60,9007114,LMN,ZGGG,2018-01-10 07:01:00,2018-01-10 06:45:00,2018-01-10 07:15:00,2018-01-10 00:00:00,-14.0
61,9007125,LMN,ZGGG,2018-01-10 10:48:00,2018-01-10 10:45:00,2018-01-10 11:15:00,2018-01-10 00:00:00,-27.0
62,9007292,LMN,ZGGG,2018-01-10 08:15:00,2018-01-10 08:00:00,2018-01-10 08:30:00,2018-01-10 00:00:00,-15.0
63,9007400,LMN,ZGGG,2018-01-10 11:39:00,2018-01-10 11:25:00,2018-01-10 11:55:00,2018-01-10 00:00:00,-16.0
64,9007513,LMN,ZGGG,2018-01-10 06:53:00,2018-01-10 06:40:00,2018-01-10 07:10:00,2018-01-10 00:00:00,-17.0
65,9007817,LMN,ZGGG,2018-01-10 08:30:00,2018-01-10 08:20:00,2018-01-10 08:50:00,2018-01-10 00:00:00,-20.0
66,9007836,LMN,ZGGG,2018-01-10 07:08:00,2018-01-10 07:00:00,2018-01-10 07:30:00,2018-01-10 00:00:00,-22.0
67,9008122,LMN,ZGGG,2018-01-10 10:22:00,2018-01-10 10:05:00,2018-01-10 10:35:00,2018-01-10 00:00:00,-13.0
68,9008196,LMN,ZGGG,2018-01-10 11:21:00,2018-01-10 11:10:00,2018-01-10 11:40:00,2018-01-10 00:00:00,-19.0
69,9008242,LMN,ZGGG,2018-01-10 07:50:00,2018-01-10 07:25:00,2018-01-10 07:55:00,2018-01-10 00:00:00,-5.0
70,9008336,LMN,ZGGG,2018-01-10 11:27:00,2018-01-10 11:10:00,2018-01-10 11:40:00,2018-01-10 00:00:00,-13.0
71,9008344,LMN,ZGGG,2018-01-10 07:51:00,2018-01-10 07:35:00,2018-01-10 08:05:00,2018-01-10 00:00:00,-14.0
72,9008347,LMN,ZGGG,2018-01-10 06:37:00,2018-01-10 06:25:00,2018-01-10 06:55:00,2018-01-10 00:00:00,-18.0
73,9008380,LMN,ZGGG,2018-01-10 11:25:00,2018-01-10 11:05:00,2018-01-10 11:35:00,2018-01-10 00:00:00,-10.0
74,9008642,LMN,ZGGG,2018-01-06 09:53:00,2018-01-06 09:00:00,2018-01-06 09:30:00,2018-01-06 00:00:00,23.0
75,9008818,LMN,ZGGG,2018-01-10 17:04:00,2018-01-10 16:45:00,2018-01-10 17:15:00,2018-01-10 00:00:00,-11.0
76,9008823,LMN,ZGGG,2018-01-10 12:46:00,2018-01-10 12:45:00,2018-01-10 13:15:00,2018-01-10 00:00:00,-29.0
77,9008834,LMN,ZGGG,2018-01-10 15:05:00,2018-01-10 14:45:00,2018-01-10 15:15:00,2018-01-10 00:00:00,-10.0
78,9008843,LMN,ZGGG,2018-01-10 16:49:00,2018-01-10 15:05:00,2018-01-10 15:35:00,2018-01-10 00:00:00,74.0
79,9008849,LMN,ZGGG,2018-01-10 17:14:00,2018-01-10 16:40:00,2018-01-10 17:10:00,2018-01-10 00:00:00,4.0
80,9008851,LMN,ZGGG,2018-01-10 14:17:00,2018-01-10 14:00:00,2018-01-10 14:30:00,2018-01-10 00:00:00,-13.0
81,9008858,LMN,ZGGG,2018-01-10 14:37:00,2018-01-10 13:10:00,2018-01-10 13:40:00,2018-01-10 00:00:00,57.0
82,9008859,LMN,ZGGG,2018-01-10 17:53:00,2018-01-10 17:10:00,2018-01-10 17:40:00,2018-01-10 00:00:00,13.0
83,9008860,LMN,ZGGG,2018-01-10 14:09:00,2018-01-10 13:50:00,2018-01-10 14:20:00,2018-01-10 00:00:00,-11.0
84,9008865,LMN,ZGGG,2018-01-10 14:29:00,2018-01-10 14:15:00,2018-01-10 14:45:00,2018-01-10 00:00:00,-16.0
85,9008870,LMN,ZGGG,2018-01-10 17:10:00,2018-01-10 16:30:00,2018-01-10 17:00:00,2018-01-10 00:00:00,10.0
86,9008872,LMN,ZGGG,2018-01-10 12:55:00,2018-01-10 12:30:00,2018-01-10 13:00:00,2018-01-10 00:00:00,-5.0
87,9008873,LMN,ZGGG,2018-01-10 13:55:00,2018-01-10 13:45:00,2018-01-10 14:15:00,2018-01-10 00:00:00,-20.0
88,9008878,LMN,ZGGG,2018-01-10 17:33:00,2018-01-10 17:25:00,2018-01-10 17:55:00,2018-01-10 00:00:00,-22.0
89,9008902,LMN,ZGGG,2018-01-10 15:28:00,2018-01-10 15:10:00,2018-01-10 15:40:00,2018-01-10 00:00:00,-12.0
90,9009097,LMN,ZGGG,2018-01-10 15:45:00,2018-01-10 15:25:00,2018-01-10 15:55:00,2018-01-10 00:00:00,-10.0
91,9009111,LMN,ZGGG,2018-01-10 16:58:00,2018-01-10 16:25:00,2018-01-10 16:55:00,2018-01-10 00:00:00,3.0
92,9009561,LMN,ZGGG,2018-01-10 13:09:00,2018-01-10 12:45:00,2018-01-10 13:15:00,2018-01-10 00:00:00,-6.0
93,9009610,LMN,ZGGG,2018-01-10 16:31:00,2018-01-10 16:20:00,2018-01-10 16:50:00,2018-01-10 00:00:00,-19.0
94,9009683,LMN,ZGGG,2018-01-10 18:22:00,2018-01-10 16:00:00,2018-01-10 16:30:00,2018-01-10 00:00:00,112.0
95,9009684,LMN,ZGGG,2018-01-10 14:19:00,2018-01-10 13:45:00,2018-01-10 14:15:00,2018-01-10 00:00:00,4.0
96,9009766,LMN,ZGGG,2018-01-10 15:38:00,2018-01-10 15:00:00,2018-01-10 15:30:00,2018-01-10 00:00:00,8.0
97,9009854,LMN,ZGGG,2018-01-10 12:31:00,2018-01-10 12:20:00,2018-01-10 12:50:00,2018-01-10 00:00:00,-19.0
98,9010115,LMN,ZGGG,2018-01-10 13:27:00,2018-01-10 13:05:00,2018-01-10 13:35:00,2018-01-10 00:00:00,-8.0
99,9010117,LMN,ZGGG,2018-01-10 18:13:00,2018-01-10 17:35:00,2018-01-10 18:05:00,2018-01-10 00:00:00,8.0
100,9010134,LMN,ZGGG,2018-01-10 16:45:00,2018-01-10 16:10:00,2018-01-10 16:40:00,2018-01-10 00:00:00,5.0
101,9010251,LMN,ZGGG,2018-01-10 18:01:00,2018-01-10 17:45:00,2018-01-10 18:15:00,2018-01-10 00:00:00,-14.0
102,9010252,LMN,ZGGG,2018-01-10 13:39:00,2018-01-10 13:25:00,2018-01-10 13:55:00,2018-01-10 00:00:00,-16.0
103,9010443,LMN,ZGGG,2018-01-10 12:34:00,2018-01-10 12:10:00,2018-01-10 12:40:00,2018-01-10 00:00:00,-6.0
104,9010469,LMN,ZGGG,2018-01-10 13:34:00,2018-01-10 13:25:00,2018-01-10 13:55:00,2018-01-10 00:00:00,-21.0
105,9010682,LMN,ZGGG,2018-01-10 17:29:00,2018-01-10 16:55:00,2018-01-10 17:25:00,2018-01-10 00:00:00,4.0
106,9010689,LMN,ZGGG,2018-01-10 13:58:00,2018-01-10 13:30:00,2018-01-10 14:00:00,2018-01-10 00:00:00,-2.0
107,9010767,LMN,ZGGG,2018-01-10 14:57:00,2018-01-10 14:30:00,2018-01-10 15:00:00,2018-01-10 00:00:00,-3.0
108,9010769,LMN,ZGGG,2018-01-10 15:49:00,2018-01-10 15:30:00,2018-01-10 16:00:00,2018-01-10 00:00:00,-11.0
109,9010839,LMN,ZGGG,2018-01-10 16:23:00,2018-01-10 15:50:00,2018-01-10 16:20:00,2018-01-10 00:00:00,3.0
110,9010840,LMN,ZGGG,2018-01-10 16:34:00,2018-01-10 16:05:00,2018-01-10 16:35:00,2018-01-10 00:00:00,-1.0
111,9011016,LMN,ZGGG,2018-01-10 16:23:00,2018-01-10 15:30:00,2018-01-10 16:00:00,2018-01-10 00:00:00,23.0
112,9011195,LMN,ZGGG,2018-01-10 17:49:00,2018-01-10 16:40:00,2018-01-10 17:10:00,2018-01-10 00:00:00,39.0
113,9011269,LMN,ZGGG,2018-01-10 18:18:00,2018-01-10 17:10:00,2018-01-10 17:40:00,2018-01-10 00:00:00,38.0
114,9011271,LMN,ZGGG,2018-01-10 17:01:00,2018-01-10 16:45:00,2018-01-10 17:15:00,2018-01-10 00:00:00,-14.0
115,9011284,LMN,ZGGG,2018-01-10 17:39:00,2018-01-10 16:35:00,2018-01-10 17:05:00,2018-01-10 00:00:00,34.0
116,9011502,LMN,ZGGG,2018-01-10 13:15:00,2018-01-10 12:55:00,2018-01-10 13:25:00,2018-01-10 00:00:00,-10.0
117,9012170,LMN,ZGGG,2018-01-06 06:55:00,2018-01-06 06:30:00,2018-01-06 07:00:00,2018-01-06 00:00:00,-5.0
118,9012175,LMN,ZGGG,2018-01-06 06:25:00,2018-01-06 05:50:00,2018-01-06 06:20:00,2018-01-06 00:00:00,5.0
119,9012253,LMN,ZGGG,2018-01-10 19:30:00,2018-01-10 19:10:00,2018-01-10 19:40:00,2018-01-10 00:00:00,-10.0
120,9012257,LMN,ZGGG,2018-01-10 23:38:00,2018-01-10 22:30:00,2018-01-10 23:00:00,2018-01-10 00:00:00,38.0
121,9012368,LMN,ZGGG,2018-01-11 00:14:00,2018-01-10 23:55:00,2018-01-11 00:25:00,2018-01-11 00:00:00,-11.0
122,9012608,LMN,ZGGG,2018-01-10 22:12:00,2018-01-10 21:35:00,2018-01-10 22:05:00,2018-01-10 00:00:00,7.0
123,9012652,LMN,ZGGG,2018-01-10 19:16:00,2018-01-10 18:35:00,2018-01-10 19:05:00,2018-01-10 00:00:00,11.0
124,9012663,LMN,ZGGG,2018-01-10 21:12:00,2018-01-10 20:30:00,2018-01-10 21:00:00,2018-01-10 00:00:00,12.0
125,9012665,LMN,ZGGG,2018-01-10 19:56:00,2018-01-10 19:55:00,2018-01-10 20:25:00,2018-01-10 00:00:00,-29.0
126,9012840,LMN,ZGGG,2018-01-10 19:29:00,2018-01-10 19:05:00,2018-01-10 19:35:00,2018-01-10 00:00:00,-6.0
127,9012881,LMN,ZGGG,2018-01-10 19:47:00,2018-01-10 18:40:00,2018-01-10 19:10:00,2018-01-10 00:00:00,37.0
128,9012960,LMN,ZGGG,2018-01-10 21:15:00,2018-01-10 20:55:00,2018-01-10 21:25:00,2018-01-10 00:00:00,-10.0
129,9012986,LMN,ZGGG,2018-01-10 23:16:00,2018-01-10 23:05:00,2018-01-10 23:35:00,2018-01-10 00:00:00,-19.0
130,9012988,LMN,ZGGG,2018-01-10 23:05:00,2018-01-10 23:00:00,2018-01-10 23:30:00,2018-01-10 00:00:00,-25.0
131,9013018,LMN,ZGGG,2018-01-10 19:49:00,2018-01-10 19:15:00,2018-01-10 19:45:00,2018-01-10 00:00:00,4.0
132,9013023,LMN,ZGGG,2018-01-10 19:32:00,2018-01-10 18:20:00,2018-01-10 18:50:00,2018-01-10 00:00:00,42.0
133,9013050,LMN,ZGGG,2018-01-10 20:08:00,2018-01-10 20:00:00,2018-01-10 20:30:00,2018-01-10 00:00:00,-22.0
134,9013054,LMN,ZGGG,2018-01-10 19:37:00,2018-01-10 19:15:00,2018-01-10 19:45:00,2018-01-10 00:00:00,-8.0
135,9013090,LMN,ZGGG,2018-01-10 23:24:00,2018-01-10 23:05:00,2018-01-10 23:35:00,2018-01-10 00:00:00,-11.0
136,9013231,LMN,ZGGG,2018-01-10 21:50:00,2018-01-10 21:05:00,2018-01-10 21:35:00,2018-01-10 00:00:00,15.0
137,9013313,LMN,ZGGG,2018-01-10 20:49:00,2018-01-10 20:45:00,2018-01-10 21:15:00,2018-01-10 00:00:00,-26.0
138,9013472,LMN,ZGGG,2018-01-10 22:59:00,2018-01-10 22:45:00,2018-01-10 23:15:00,2018-01-10 00:00:00,-16.0
139,9013605,LMN,ZGGG,2018-01-10 19:19:00,2018-01-10 18:35:00,2018-01-10 19:05:00,2018-01-10 00:00:00,14.0
140,9013809,LMN,ZGGG,2018-01-10 20:30:00,2018-01-10 20:05:00,2018-01-10 20:35:00,2018-01-10 00:00:00,-5.0
141,9014184,LMN,ZGGG,2018-01-10 22:28:00,2018-01-10 22:10:00,2018-01-10 22:40:00,2018-01-10 00:00:00,-12.0
142,9014198,LMN,ZGGG,2018-01-10 20:16:00,2018-01-10 19:15:00,2018-01-10 19:45:00,2018-01-10 00:00:00,31.0
143,9014228,LMN,ZGGG,2018-01-10 20:54:00,2018-01-10 20:50:00,2018-01-10 21:20:00,2018-01-10 00:00:00,-26.0
144,9014253,LMN,ZGGG,2018-01-10 23:22:00,2018-01-10 22:50:00,2018-01-10 23:20:00,2018-01-10 00:00:00,2.0
145,9014254,LMN,ZGGG,2018-01-10 21:07:00,2018-01-10 20:20:00,2018-01-10 20:50:00,2018-01-10 00:00:00,17.0
146,9014340,LMN,ZGGG,2018-01-10 23:54:00,2018-01-10 23:55:00,2018-01-11 00:25:00,2018-01-11 00:00:00,-31.0
147,9014540,LMN,ZGGG,2018-01-10 20:43:00,2018-01-10 19:00:00,2018-01-10 19:30:00,2018-01-10 00:00:00,73.0
148,9014881,LMN,ZGGG,2018-01-11 01:45:00,2018-01-11 01:30:00,2018-01-11 02:00:00,2018-01-11 00:00:00,-15.0
149,9014989,LMN,ZGGG,2018-01-11 04:03:00,2018-01-11 03:35:00,2018-01-11 04:05:00,2018-01-11 00:00:00,-2.0
150,9014991,LMN,ZGGG,2018-01-11 03:57:00,2018-01-11 03:10:00,2018-01-11 03:40:00,2018-01-11 00:00:00,17.0
151,9015028,LMN,ZGGG,2018-01-11 06:17:00,2018-01-11 03:55:00,2018-01-11 04:25:00,2018-01-11 00:00:00,112.0
152,9015031,LMN,ZGGG,2018-01-11 04:39:00,2018-01-11 03:10:00,2018-01-11 03:40:00,2018-01-11 00:00:00,59.0
153,9015057,LMN,ZGGG,2018-01-11 02:59:00,2018-01-11 02:40:00,2018-01-11 03:10:00,2018-01-11 00:00:00,-11.0
154,9015066,LMN,ZGGG,2018-01-11 03:33:00,2018-01-11 03:00:00,2018-01-11 03:30:00,2018-01-11 00:00:00,3.0
155,9015328,LMN,ZGGG,2018-01-11 00:17:00,2018-01-11 00:05:00,2018-01-11 00:35:00,2018-01-11 00:00:00,-18.0
156,9015340,LMN,ZGGG,2018-01-11 01:12:00,2018-01-11 00:50:00,2018-01-11 01:20:00,2018-01-11 00:00:00,-8.0
157,9015362,LMN,ZGGG,2018-01-11 03:43:00,2018-01-11 03:25:00,2018-01-11 03:55:00,2018-01-11 00:00:00,-12.0
158,9015419,LMN,ZGGG,2018-01-11 04:49:00,2018-01-11 04:30:00,2018-01-11 05:00:00,2018-01-11 00:00:00,-11.0
159,9015512,LMN,ZGGG,2018-01-11 07:36:00,2018-01-11 07:30:00,2018-01-11 08:00:00,2018-01-11 00:00:00,-24.0
160,9015514,LMN,ZGGG,2018-01-11 09:55:00,2018-01-11 09:40:00,2018-01-11 10:10:00,2018-01-11 00:00:00,-15.0
161,9015518,LMN,ZGGG,2018-01-11 09:25:00,2018-01-11 08:50:00,2018-01-11 09:20:00,2018-01-11 00:00:00,5.0
162,9015525,LMN,ZGGG,2018-01-11 09:50:00,2018-01-11 09:25:00,2018-01-11 09:55:00,2018-01-11 00:00:00,-5.0
163,9015530,LMN,ZGGG,2018-01-11 08:35:00,2018-01-11 08:30:00,2018-01-11 09:00:00,2018-01-11 00:00:00,-25.0
164,9015619,LMN,ZGGG,2018-01-11 10:07:00,2018-01-11 09:50:00,2018-01-11 10:20:00,2018-01-11 00:00:00,-13.0
165,9015813,LMN,ZGGG,2018-01-11 12:06:00,2018-01-11 11:55:00,2018-01-11 12:25:00,2018-01-11 00:00:00,-19.0
166,9015815,LMN,ZGGG,2018-01-11 10:33:00,2018-01-11 10:20:00,2018-01-11 10:50:00,2018-01-11 00:00:00,-17.0
167,9015919,LMN,ZGGG,2018-01-11 06:54:00,2018-01-11 06:45:00,2018-01-11 07:15:00,2018-01-11 00:00:00,-21.0
168,9015931,LMN,ZGGG,2018-01-11 06:50:00,2018-01-11 06:20:00,2018-01-11 06:50:00,2018-01-11 00:00:00,0.0
169,9015934,LMN,ZGGG,2018-01-11 07:18:00,2018-01-11 06:45:00,2018-01-11 07:15:00,2018-01-11 00:00:00,3.0
170,9015950,LMN,ZGGG,2018-01-11 07:16:00,2018-01-11 06:55:00,2018-01-11 07:25:00,2018-01-11 00:00:00,-9.0
171,9015967,LMN,ZGGG,2018-01-11 08:39:00,2018-01-11 08:10:00,2018-01-11 08:40:00,2018-01-11 00:00:00,-1.0
172,9015973,LMN,ZGGG,2018-01-11 10:38:00,2018-01-11 10:30:00,2018-01-11 11:00:00,2018-01-11 00:00:00,-22.0
173,9016267,LMN,ZGGG,2018-01-11 11:06:00,2018-01-11 11:00:00,2018-01-11 11:30:00,2018-01-11 00:00:00,-24.0
174,9016332,LMN,ZGGG,2018-01-11 11:09:00,2018-01-11 10:50:00,2018-01-11 11:20:00,2018-01-11 00:00:00,-11.0
175,9016346,LMN,ZGGG,2018-01-11 09:49:00,2018-01-11 09:20:00,2018-01-11 09:50:00,2018-01-11 00:00:00,-1.0
176,9016365,LMN,ZGGG,2018-01-11 12:07:00,2018-01-11 11:45:00,2018-01-11 12:15:00,2018-01-11 00:00:00,-8.0
177,9016367,LMN,ZGGG,2018-01-11 07:51:00,2018-01-11 07:40:00,2018-01-11 08:10:00,2018-01-11 00:00:00,-19.0
178,9016373,LMN,ZGGG,2018-01-11 07:09:00,2018-01-11 07:00:00,2018-01-11 07:30:00,2018-01-11 00:00:00,-21.0
179,9016375,LMN,ZGGG,2018-01-11 11:41:00,2018-01-11 10:35:00,2018-01-11 11:05:00,2018-01-11 00:00:00,36.0
180,9016423,LMN,ZGGG,2018-01-11 07:18:00,2018-01-11 07:05:00,2018-01-11 07:35:00,2018-01-11 00:00:00,-17.0
181,9016441,LMN,ZGGG,2018-01-11 10:07:00,2018-01-11 09:35:00,2018-01-11 10:05:00,2018-01-11 00:00:00,2.0
182,9016586,LMN,ZGGG,2018-01-11 09:21:00,2018-01-11 08:50:00,2018-01-11 09:20:00,2018-01-11 00:00:00,1.0
183,9016653,LMN,ZGGG,2018-01-11 13:07:00,2018-01-11 11:55:00,2018-01-11 12:25:00,2018-01-11 00:00:00,42.0
184,9016656,LMN,ZGGG,2018-01-11 11:46:00,2018-01-11 11:35:00,2018-01-11 12:05:00,2018-01-11 00:00:00,-19.0
185,9016679,LMN,ZGGG,2018-01-11 07:32:00,2018-01-11 07:15:00,2018-01-11 07:45:00,2018-01-11 00:00:00,-13.0
186,9016715,LMN,ZGGG,2018-01-11 11:55:00,2018-01-11 10:50:00,2018-01-11 11:20:00,2018-01-11 00:00:00,35.0
187,9016718,LMN,ZGGG,2018-01-11 09:58:00,2018-01-11 08:50:00,2018-01-11 09:20:00,2018-01-11 00:00:00,38.0
188,9016736,LMN,ZGGG,2018-01-11 08:00:00,2018-01-11 07:50:00,2018-01-11 08:20:00,2018-01-11 00:00:00,-20.0
189,9016783,LMN,ZGGG,2018-01-11 10:56:00,2018-01-11 10:40:00,2018-01-11 11:10:00,2018-01-11 00:00:00,-14.0
190,9016866,LMN,ZGGG,2018-01-11 08:42:00,2018-01-11 08:40:00,2018-01-11 09:10:00,2018-01-11 00:00:00,-28.0
191,9016882,LMN,ZGGG,2018-01-11 11:52:00,2018-01-11 11:35:00,2018-01-11 12:05:00,2018-01-11 00:00:00,-13.0
